Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Travel_Rarely,530,Research & Development,6,1,Life Sciences,1,141,4,Female,30,1,5,Manager,2,Single,19348,21331,3,Y,Yes,25,3,2,80,0,21,1,4,12,3,6,9
27,Yes,Travel_Rarely,1164,Sales,23,4,Life Sciences,1,142,3,Male,99,1,1,Human Resources,1,Divorced,2419,22646,2,Y,No,12,3,3,80,2,11,0,4,5,4,1,1
29,No,Travel_Rarely,442,Human Resources,4,4,Life Sciences,1,143,2,Male,44,2,2,Human Resources,2,Married,3445,18507,2,Y,No,12,3,4,80,1,3,0,1,1,0,0,0
35,No,Non-Travel,379,Sales,15,2,Life Sciences,1,144,4,Male,55,2,3,Sales Representative,3,Single,8445,2684,3,Y,No,16,4,1,80,1,13,6,2,12,8,1,4
60,No,Travel_Rarely,1122,Research & Development,3,4,Medical,1,145,4,Male,49,4,5,Sales Executive,2,Married,18244,11426,0,Y,Yes,20,3,1,80,2,20,6,4,8,3,1,2
54,No,Travel_Frequently,1348,Research & Development,7,2,Medical,1,146,2,Female,64,4,5,Research Scientist,3,Divorced,19577,12529,1,Y,Yes,17,3,4,80,2,12,1,3,12,5,2,4
19,No,Travel_Frequently,359,Research & Development,23,2,Life Sciences,1,147,3,Male,30,2,1,Human Resources,4,Single,2380,6631,1,Y,No,18,4,4,80,1,0,1,3,0,0,0,0
28,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,148,3,Male,53,2,3,Manufacturing Director,1,Single,6399,12607,0,Y,Yes,18,3,2,80,2,3,1,4,3,2,1,2
53,No,Travel_Frequently,1463,Research & Development,29,2,Marketing,1,149,1,Male,51,3,4,Manufacturing Director,1,Married,12340,11253,1,Y,No,25,3,1,80,2,16,3,3,8,6,3,6
20,No,Travel_Rarely,304,Sales,20,4,Life Sciences,1,150,2,Male,80,3,1,Human Resources,2,Married,2488,16726,1,Y,No,15,4,4,80,1,4,5,4,0,0,0,0
54,No,Travel_Rarely,295,Sales,20,2,Medical,1,151,1,Female,90,4,4,Research Director,1,Married,14131,9886,4,Y,No,12,4,3,80,1,24,5,4,18,6,3,6
30,No,Travel_Rarely,445,Research & Development,20,3,Medical,1,152,2,Male,32,3,2,Manager,4,Divorced,4103,11025,1,Y,No,18,3,3,80,1,2,2,2,2,1,1,0
57,No,Travel_Rarely,772,Research & Development,29,5,Medical,1,153,3,Female,59,3,4,Research Director,1,Single,13090,23732,1,Y,Yes,18,3,2,80,1,17,4,4,14,11,5,7
30,No,Travel_Rarely,1265,Sales,15,2,Technical Degree,1,154,3,Female,97,4,3,Sales Executive,1,Married,9451,12110,0,Y,No,15,3,3,80,1,4,1,4,4,1,0,1
36,No,Travel_Rarely,709,Sales,7,3,Medical,1,155,4,Male,95,4,4,Manager,2,Married,15332,6848,2,Y,No,25,3,2,80,0,5,6,1,4,1,1,1
46,No,Travel_Rarely,624,Research & Development,17,5,Other,1,156,1,Female,69,2,4,Human Resources,2,Married,14332,20396,5,Y,Yes,13,3,2,80,3,14,4,3,7,4,0,4
23,No,Travel_Rarely,1288,Sales,11,2,Technical Degree,1,157,4,Female,83,2,3,Sales Executive,3,Married,8158,8634,0,Y,No,13,3,4,80,2,4,6,1,1,1,0,0
41,No,Travel_Rarely,460,Sales,28,1,Life Sciences,1,158,1,Female,49,4,2,Research Scientist,1,Divorced,4754,6359,2,Y,No,13,3,2,80,2,6,1,3,5,2,1,3
39,No,Travel_Rarely,613,Research & Development,11,2,Life Sciences,1,159,2,Male,87,1,2,Sales Representative,4,Single,6147,21118,1,Y,No,25,3,4,80,2,11,6,4,6,1,1,3
51,No,Travel_Rarely,449,Research & Development,21,5,Life Sciences,1,160,1,Male,32,2,4,Laboratory Technician,1,Married,13620,8030,4,Y,Yes,24,4,2,80,3,12,2,3,1,1,1,1
60,No,Non-Travel,255,Human Resources,5,4,Life Sciences,1,161,1,Female,66,1,5,Sales Executive,4,Single,19999,2268,2,Y,No,25,3,3,80,3,20,4,4,15,13,7,6
46,No,Non-Travel,916,Human Resources,11,5,Medical,1,162,1,Male,69,4,3,Research Scientist,3,Married,9667,4643,3,Y,No,12,3,3,80,1,19,0,2,4,3,1,3
35,No,Travel_Rarely,1455,Sales,11,2,Life Sciences,1,163,1,Male,42,4,1,Research Scientist,4,Married,3492,20598,2,Y,No,11,3,3,80,1,11,1,1,10,7,4,4
35,No,Travel_Rarely,460,Research & Development,28,5,Life Sciences,1,164,2,Female,71,2,3,Research Scientist,1,Married,7903,8511,2,Y,Yes,16,3,3,80,3,10,3,4,4,3,2,1
35,No,Travel_Rarely,202,Research & Development,20,2,Life Sciences,1,165,2,Female,96,1,4,Research Director,3,Single,13496,11916,2,Y,No,18,3,2,80,2,7,3,1,2,1,1,1
53,No,Travel_Frequently,1408,Research & Development,5,4,Medical,1,166,1,Male,79,1,5,Healthcare Representative,2,Divorced,17028,14680,3,Y,No,14,4,4,80,3,17,0,1,6,5,2,1
31,No,Travel_Rarely,250,Sales,12,5,Medical,1,167,2,Male,40,3,3,Manager,3,Divorced,8437,8996,0,Y,No,20,3,3,80,0,9,0,3,3,2,1,1
25,Yes,Travel_Frequently,170,Sales,9,2,Other,1,168,1,Male,67,2,2,Sales Executive,1,Divorced,5400,6804,0,Y,No,20,3,1,80,1,6,5,2,1,0,1,1
32,No,Travel_Rarely,1131,Sales,20,5,Life Sciences,1,169,3,Male,80,4,2,Laboratory Technician,3,Divorced,3847,3841,1,Y,Yes,21,3,3,80,1,7,1,2,3,2,1,2
18,Yes,Travel_Rarely,319,Research & Development,22,4,Life Sciences,1,170,3,Female,66,4,1,Research Scientist,4,Single,5837,3926,1,Y,Yes,16,3,4,80,1,2,5,1,0,0,0,0
22,No,Travel_Rarely,1493,Human Resources,26,4,Other,1,171,1,Female,40,2,3,Research Director,4,Married,9167,24878,0,Y,Yes,11,3,3,80,2,0,1,1,0,0,0,0
21,No,Travel_Rarely,701,Research & Development,21,4,Medical,1,172,3,Male,51,3,1,Human Resources,4,Single,1991,26908,1,Y,No,15,3,4,80,3,0,1,3,0,0,0,0
51,No,Travel_Frequently,1038,Research & Development,6,1,Medical,1,173,4,Female,62,1,4,Laboratory Technician,3,Divorced,16465,18033,5,Y,Yes,13,4,2,80,0,19,0,3,10,8,2,8
49,No,Travel_Rarely,392,Human Resources,11,4,Medical,1,174,4,Male,43,1,5,Human Resources,1,Single,18405,13430,2,Y,No,25,3,1,80,3,18,3,2,18,7,6,7
47,No,Travel_Rarely,397,Research & Development,23,2,Life Sciences,1,175,1,Male,60,2,4,Sales Executive,2,Single,14996,22285,0,Y,No,23,3,2,80,3,15,3,2,12,9,5,5
37,No,Travel_Rarely,1189,Sales,29,2,Technical Degree,1,176,4,Male,47,1,2,Research Scientist,1,Married,5605,22803,2,Y,No,25,3,1,80,1,15,4,2,13,3,2,3
48,No,Travel_Rarely,814,Research & Development,4,1,Medical,1,177,2,Male,39,1,4,Sales Representative,1,Single,13446,13109,2,Y,Yes,22,3,1,80,1,17,5,4,11,7,2,8
24,No,Travel_Rarely,1382,Research & Development,17,1,Medical,1,178,4,Female,56,3,1,Research Scientist,2,Married,2596,20493,1,Y,Yes,12,3,3,80,3,3,4,4,3,3,1,1
56,No,Travel_Rarely,1389,Sales,11,5,Medical,1,179,1,Female,31,1,5,Human Resources,3,Single,19999,4507,1,Y,No,17,3,1,80,0,14,1,2,13,10,2,3
39,No,Travel_Rarely,940,Research & Development,14,2,Life Sciences,1,180,3,Female,84,1,4,Sales Executive,1,Married,15051,6214,2,Y,No,21,4,1,80,3,16,2,1,4,3,2,2
58,No,Travel_Rarely,1192,Research & Development,20,2,Life Sciences,1,181,4,Male,32,3,4,Sales Representative,4,Divorced,13853,23167,3,Y,No,11,3,2,80,3,22,0,3,19,13,5,12
24,Yes,Travel_Rarely,1295,Sales,12,3,Marketing,1,182,2,Female,38,1,2,Sales Executive,3,Married,3040,14852,1,Y,No,24,4,1,80,1,10,4,1,4,2,1,2
39,No,Travel_Rarely,915,Research & Development,13,4,Medical,1,183,3,Female,51,1,3,Sales Executive,3,Single,8865,22397,3,Y,No,23,3,1,80,2,19,2,3,11,7,1,9
47,No,Travel_Rarely,1220,Sales,5,3,Life Sciences,1,184,1,Female,75,3,5,Laboratory Technician,3,Single,17504,16236,1,Y,No,25,3,3,80,2,10,1,3,9,4,5,7
39,Yes,Travel_Rarely,139,Sales,11,3,Life Sciences,1,185,3,Female,61,1,3,Human Resources,2,Single,9146,5001,1,Y,Yes,15,3,2,80,3,6,6,4,6,4,3,3
37,Yes,Travel_Frequently,323,Sales,10,5,Human Resources,1,186,4,Male,32,2,3,Manufacturing Director,3,Single,7643,6024,0,Y,No,15,4,3,80,3,0,3,2,0,0,0,0
25,No,Travel_Rarely,764,Research & Development,10,3,Life Sciences,1,187,2,Female,53,3,2,Healthcare Representative,3,Married,4769,15362,1,Y,No,20,3,2,80,3,8,0,3,6,3,2,4
34,No,Travel_Rarely,211,Research & Development,10,4,Life Sciences,1,188,4,Male,33,1,2,Sales Executive,4,Married,4734,4880,1,Y,Yes,22,3,1,80,0,11,0,1,7,3,3,3
28,Yes,Travel_Frequently,747,Sales,29,5,Medical,1,189,3,Female,60,3,1,Sales Executive,3,Single,4225,23150,4,Y,Yes,15,3,3,80,3,6,2,4,0,0,0,0
30,No,Travel_Rarely,980,Sales,20,4,Marketing,1,190,3,Male,49,2,2,Sales Executive,4,Single,3380,8649,0,Y,No,15,3,4,80,3,3,6,2,3,1,1,2
47,No,Travel_Rarely,615,Sales,4,1,Medical,1,191,2,Male,93,2,3,Sales Representative,2,Divorced,9385,19411,0,Y,Yes,16,3,3,80,2,14,0,4,3,1,1,2
45,No,Travel_Rarely,1474,Sales,2,2,Technical Degree,1,192,3,Female,55,3,2,Research Scientist,2,Single,5911,8600,1,Y,No,20,3,1,80,0,14,2,1,12,6,4,6
44,Yes,Travel_Rarely,1320,Research & Development,10,4,Life Sciences,1,193,4,Male,71,1,3,Research Scientist,4,Single,8413,21378,3,Y,Yes,12,3,3,80,2,16,2,2,6,2,3,4
33,No,Travel_Rarely,1264,Research & Development,25,3,Human Resources,1,194,1,Male,43,3,1,Healthcare Representative,3,Married,2462,9007,1,Y,No,18,3,1,80,1,9,4,2,6,5,0,5
59,No,Travel_Frequently,1097,Research & Development,5,2,Technical Degree,1,195,4,Male,64,2,4,Manufacturing Director,2,Single,14584,14962,4,Y,Yes,14,3,1,80,1,22,4,4,13,3,7,5
21,No,Non-Travel,962,Research & Development,22,2,Medical,1,196,1,Female,92,1,1,Laboratory Technician,2,Divorced,2472,8381,0,Y,No,21,3,1,80,1,2,3,4,0,0,0,0
32,No,Travel_Rarely,1026,Research & Development,6,1,Medical,1,197,4,Female,31,4,2,Sales Executive,3,Single,4961,23892,1,Y,Yes,22,3,4,80,1,12,5,3,9,3,1,5
23,No,Travel_Rarely,256,Sales,9,2,Life Sciences,1,198,3,Male,51,2,1,Laboratory Technician,3,Married,3077,15712,3,Y,No,24,3,4,80,2,6,0,2,4,3,1,3
32,Yes,Travel_Frequently,1411,Sales,10,4,Medical,1,199,4,Female,55,1,2,Manager,2,Married,7564,15101,2,Y,No,16,3,3,80,0,4,2,3,0,0,0,0
59,No,Travel_Rarely,1191,Research & Development,12,1,Life Sciences,1,200,1,Male,63,2,4,Research Scientist,1,Divorced,12185,9425,4,Y,No,12,4,4,80,0,25,0,2,14,12,7,4
33,No,Travel_Rarely,506,Research & Development,3,5,Life Sciences,1,201,1,Male,59,3,2,Manager,4,Married,6101,6651,1,Y,No,14,3,2,80,1,13,2,3,3,2,0,1
57,No,Travel_Rarely,1056,Research & Development,4,2,Other,1,202,2,Male,100,2,5,Sales Executive,2,Married,18828,21311,2,Y,No,14,3,1,80,1,21,1,2,11,8,2,2
39,No,Travel_Rarely,679,Research & Development,8,5,Life Sciences,1,203,4,Male,40,2,2,Human Resources,1,Married,5235,3420,4,Y,No,11,3,4,80,3,12,6,3,5,2,2,1
48,No,Travel_Rarely,1406,Research & Development,2,2,Medical,1,204,4,Male,48,1,4,Human Resources,2,Married,12168,3398,4,Y,No,19,3,3,80,1,21,4,4,18,11,5,6
37,No,Travel_Rarely,849,Research & Development,8,5,Life Sciences,1,205,4,Female,63,1,3,Sales Executive,4,Married,6393,18419,0,Y,No,20,3,3,80,3,4,1,1,1,0,0,0
29,No,Travel_Rarely,1093,Research & Development,14,3,Life Sciences,1,206,4,Female,73,2,2,Laboratory Technician,1,Married,5908,17572,1,Y,No,16,4,1,80,0,11,4,4,4,3,1,3
50,No,Travel_Rarely,366,Sales,5,5,Life Sciences,1,207,4,Male,35,2,5,Laboratory Technician,3,Married,17477,10257,2,Y,No,15,3,4,80,2,14,5,3,10,8,5,4
59,No,Non-Travel,246,Sales,8,1,Life Sciences,1,208,4,Male,83,3,5,Research Director,2,Single,19999,21331,3,Y,No,19,3,1,80,3,24,1,2,3,1,0,1
29,No,Travel_Rarely,1359,Sales,13,4,Medical,1,209,1,Female,67,2,2,Manufacturing Director,3,Single,4281,3572,0,Y,No,13,3,1,80,1,7,3,4,6,4,3,4
51,No,Travel_Rarely,953,Sales,3,2,Other,1,210,1,Male,49,1,4,Healthcare Representative,3,Married,14661,12981,4,Y,Yes,22,4,1,80,0,12,3,3,7,3,2,3
29,No,Travel_Rarely,1029,Research & Development,14,2,Medical,1,211,1,Male,57,3,1,Sales Executive,1,Single,2309,24680,0,Y,No,14,3,4,80,2,5,6,3,2,1,1,1
48,No,Travel_Rarely,666,Research & Development,11,1,Other,1,212,2,Male,34,4,4,Sales Executive,2,Married,13251,10046,2,Y,Yes,21,3,4,80,0,19,2,2,16,10,2,12
51,Yes,Non-Travel,983,Research & Development,6,5,Medical,1,213,2,Male,77,4,4,Manager,4,Single,12903,21635,3,Y,No,21,4,1,80,0,16,4,3,8,4,3,3
37,No,Non-Travel,690,Research & Development,26,4,Medical,1,214,3,Female,86,4,2,Healthcare Representative,4,Married,6024,9642,1,Y,No,22,3,2,80,0,8,3,1,8,7,4,4
49,No,Travel_Rarely,991,Sales,5,5,Life Sciences,1,215,3,Female,100,2,3,Sales Representative,4,Married,9359,7862,2,Y,No,19,3,3,80,1,13,2,2,8,3,4,3
29,Yes,Travel_Rarely,986,Research & Development,15,3,Life Sciences,1,216,3,Male,50,2,1,Research Director,2,Married,2621,10257,2,Y,No,13,4,3,80,2,9,2,2,6,5,0,3
21,No,Travel_Rarely,410,Research & Development,15,1,Technical Degree,1,217,3,Female,49,1,1,Healthcare Representative,1,Married,3709,9323,1,Y,No,11,3,1,80,0,9,6,1,6,4,2,3
22,No,Travel_Rarely,1358,Sales,5,2,Medical,1,218,4,Male,52,3,1,Manufacturing Director,4,Single,3015,5016,1,Y,No,11,3,1,80,1,0,6,3,0,0,0,0
37,No,Travel_Rarely,1422,Sales,6,3,Life Sciences,1,219,1,Male,39,2,3,Human Resources,3,Single,6899,24753,2,Y,No,13,4,1,80,3,20,1,4,14,7,2,7
56,Yes,Travel_Rarely,1163,Research & Development,17,1,Marketing,1,220,2,Female,59,3,5,Sales Representative,1,Married,19454,16565,2,Y,Yes,24,3,4,80,2,19,3,2,8,2,3,4
23,No,Travel_Rarely,130,Sales,21,5,Life Sciences,1,221,2,Female,38,2,3,Research Director,3,Divorced,8139,26047,1,Y,No,12,3,3,80,2,6,0,2,6,4,3,1
37,Yes,Travel_Rarely,133,Research & Development,14,5,Marketing,1,222,1,Female,32,1,3,Human Resources,2,Married,5363,17621,1,Y,No,17,3,4,80,2,9,2,2,3,2,1,1
48,No,Travel_Rarely,1225,Research & Development,17,3,Life Sciences,1,223,4,Male,54,3,4,Laboratory Technician,1,Married,13531,24323,1,Y,No,18,3,4,80,3,15,6,3,12,3,1,6
26,No,Travel_Rarely,307,Research & Development,8,3,Human Resources,1,224,2,Male,90,2,3,Manager,1,Married,6468,11799,1,Y,No,20,3,1,80,0,6,4,3,4,1,1,1
49,No,Travel_Rarely,1467,Sales,24,4,Life Sciences,1,225,1,Female,98,3,4,Manager,2,Married,12522,6774,2,Y,No,12,3,1,80,1,12,3,1,10,5,2,6
31,Yes,Travel_Rarely,609,Research & Development,3,4,Life Sciences,1,226,3,Male,91,4,2,Sales Executive,1,Married,5201,25899,0,Y,Yes,12,3,3,80,0,5,5,4,1,0,0,1
52,No,Travel_Rarely,348,Research & Development,13,1,Medical,1,227,1,Male,98,2,4,Healthcare Representative,4,Married,13910,22642,3,Y,No,23,3,1,80,2,21,3,3,12,5,6,8
42,No,Travel_Rarely,1058,Sales,23,3,Life Sciences,1,228,2,Male,91,1,4,Laboratory Technician,1,Single,12998,24793,0,Y,No,21,3,3,80,1,7,3,4,1,1,0,0
41,No,Travel_Rarely,1059,Research & Development,21,4,Human Resources,1,229,3,Male,76,3,3,Laboratory Technician,1,Single,9133,25086,0,Y,No,20,3,4,80,0,13,0,4,9,4,1,4
25,No,Travel_Rarely,987,Research & Development,1,5,Medical,1,230,2,Female,42,3,1,Sales Executive,3,Married,2863,9512,0,Y,No,12,4,4,80,3,3,0,3,3,2,1,2
37,No,Travel_Frequently,1175,Research & Development,20,3,Life Sciences,1,231,4,Female,87,2,3,Manager,2,Married,7991,15682,1,Y,Yes,21,3,2,80,2,7,3,3,6,3,1,4
54,No,Non-Travel,805,Sales,8,5,Life Sciences,1,232,2,Male,99,3,4,Manager,1,Married,14052,20333,4,Y,No,22,3,2,80,0,25,0,3,13,8,3,11
18,No,Travel_Rarely,541,Research & Development,8,3,Human Resources,1,233,1,Female,65,4,1,Manufacturing Director,1,Married,4446,24002,1,Y,No,23,3,3,80,0,0,0,3,0,0,0,0
50,No,Travel_Rarely,702,Sales,14,2,Medical,1,234,2,Male,76,1,4,Sales Executive,1,Single,11420,4990,4,Y,No,11,3,1,80,2,12,2,3,3,1,0,1
39,No,Travel_Rarely,982,Sales,4,3,Technical Degree,1,235,1,Female,57,4,3,Manufacturing Director,2,Divorced,10059,25314,2,Y,No,19,3,3,80,1,10,3,1,10,5,3,4
48,No,Travel_Rarely,1205,Sales,15,4,Life Sciences,1,236,3,Female,72,3,4,Sales Executive,2,Single,13260,20967,3,Y,No,12,3,2,80,3,12,5,2,8,6,2,6
46,No,Travel_Rarely,705,Human Resources,23,5,Human Resources,1,237,3,Female,31,4,3,Research Scientist,3,Divorced,7565,13889,0,Y,No,16,3,3,80,0,14,6,3,10,9,4,6
36,No,Travel_Rarely,235,Sales,29,2,Medical,1,238,1,Male,81,4,3,Research Scientist,3,Single,8017,20417,0,Y,No,16,3,3,80,0,10,4,3,10,2,2,8
31,No,Travel_Rarely,663,Research & Development,29,2,Medical,1,239,2,Female,66,1,2,Research Director,1,Married,4436,9139,0,Y,No,13,3,4,80,2,8,6,2,3,2,1,2
44,No,Travel_Rarely,933,Research & Development,14,4,Life Sciences,1,240,4,Female,83,1,5,Laboratory Technician,2,Married,17752,10975,2,Y,No,14,4,2,80,1,13,2,1,7,5,3,6
24,Yes,Travel_Rarely,1182,Research & Development,7,4,Life Sciences,1,241,4,Male,56,1,2,Manufacturing Director,2,Single,6516,7063,2,Y,Yes,25,3,2,80,3,2,4,1,0,0,0,0
43,Yes,Travel_Rarely,1231,Research & Development,5,2,Other,1,242,3,Female,59,1,3,Research Director,1,Single,8692,11731,2,Y,Yes,25,4,1,80,3,15,0,4,7,5,1,6
22,Yes,Travel_Rarely,1205,Research & Development,29,4,Other,1,243,4,Female,40,2,1,Laboratory Technician,2,Single,1009,9790,0,Y,Yes,18,3,3,80,0,3,0,1,3,1,1,2
45,No,Travel_Rarely,482,Sales,9,1,Life Sciences,1,244,1,Female,71,2,4,Research Director,1,Married,14809,16689,0,Y,No,17,3,4,80,3,12,4,2,6,5,1,4
45,No,Travel_Rarely,134,Sales,1,2,Human Resources,1,245,3,Female,95,4,3,Sales Executive,2,Single,9134,12901,3,Y,No,25,3,2,80,3,19,2,1,12,7,1,10
21,Yes,Travel_Rarely,384,Research & Development,6,5,Life Sciences,1,246,1,Female,71,4,1,Research Scientist,3,Divorced,1218,9072,0,Y,No,18,3,4,80,0,2,3,1,0,0,0,0
50,Yes,Travel_Rarely,269,Research & Development,7,3,Life Sciences,1,247,3,Male,93,2,4,Sales Executive,1,Single,14216,11720,2,Y,Yes,17,3,2,80,2,20,6,4,5,4,1,3
35,No,Travel_Rarely,1042,Research & Development,20,5,Life Sciences,1,248,1,Female,30,3,3,Manufacturing Director,3,Married,9245,16357,2,Y,No,11,3,2,80,2,13,5,2,6,2,2,3
51,No,Travel_Rarely,480,Research & Development,29,2,Life Sciences,1,249,2,Male,82,2,4,Human Resources,1,Single,12075,21831,5,Y,No,13,3,1,80,0,21,2,4,10,7,2,7
19,Yes,Travel_Frequently,347,Research & Development,22,2,Life Sciences,1,250,1,Male,30,3,1,Healthcare Representative,2,Divorced,3342,24200,0,Y,Yes,18,3,3,80,2,4,4,4,1,1,0,1
25,No,Travel_Rarely,855,Human Resources,17,5,Life Sciences,1,251,2,Female,60,2,2,Healthcare Representative,4,Divorced,4690,8696,0,Y,No,15,3,3,80,3,5,6,3,3,2,1,2
39,No,Travel_Rarely,784,Research & Development,29,5,Life Sciences,1,252,3,Female,63,4,3,Research Scientist,3,Divorced,9151,13172,2,Y,No,11,3,2,80,1,11,1,2,5,2,2,2
26,No,Travel_Rarely,1084,Sales,21,5,Marketing,1,253,4,Female,63,1,2,Human Resources,4,Divorced,4380,19855,0,Y,No,21,4,3,80,3,4,3,4,1,1,1,1
32,No,Travel_Frequently,1391,Research & Development,26,2,Technical Degree,1,254,4,Male,69,4,3,Laboratory Technician,1,Single,9751,7179,0,Y,No,20,3,3,80,2,0,5,3,0,0,0,0
46,No,Travel_Frequently,219,Sales,7,5,Medical,1,255,4,Female,84,4,4,Research Scientist,1,Married,13708,20417,1,Y,No,11,3,3,80,2,17,4,4,13,9,2,8
24,No,Travel_Frequently,186,Research & Development,4,3,Life Sciences,1,256,1,Male,80,1,2,Human Resources,2,Single,4762,15992,1,Y,No,25,3,1,80,2,5,3,2,3,2,1,1
47,No,Travel_Rarely,1243,Sales,5,5,Marketing,1,257,4,Male,33,3,3,Laboratory Technician,1,Divorced,7633,5523,2,Y,Yes,14,3,3,80,2,17,3,3,10,5,2,7
22,Yes,Travel_Rarely,1372,Research & Development,10,5,Life Sciences,1,258,2,Male,83,4,1,Research Scientist,3,Married,4049,18353,0,Y,Yes,15,3,2,80,3,3,4,3,3,2,0,2
25,No,Travel_Rarely,570,Research & Development,29,3,Marketing,1,259,4,Male,58,4,2,Sales Executive,2,Married,4632,6085,0,Y,No,13,3,2,80,2,7,3,3,3,2,1,1
43,No,Travel_Rarely,367,Sales,8,2,Medical,1,260,4,Male,71,2,2,Sales Executive,4,Divorced,6773,15193,0,Y,No,23,3,2,80,2,8,2,3,5,3,0,3
52,No,Travel_Rarely,519,Sales,5,5,Life Sciences,1,261,4,Female,95,3,3,Sales Representative,1,Divorced,8756,9817,0,Y,No,25,3,3,80,0,13,6,3,5,2,2,3
25,No,Travel_Rarely,775,Research & Development,29,3,Life Sciences,1,262,3,Male,50,1,2,Laboratory Technician,2,Divorced,3837,2682,0,Y,No,25,3,4,80,2,0,5,4,0,0,0,0
30,No,Travel_Rarely,118,Sales,15,3,Marketing,1,263,4,Female,73,2,3,Human Resources,1,Single,8531,18909,1,Y,Yes,12,4,1,80,3,6,4,4,2,1,1,1
57,No,Travel_Frequently,286,Research & Development,8,4,Human Resources,1,264,2,Male,73,2,4,Sales Executive,3,Single,14056,18762,4,Y,No,25,3,1,80,2,16,1,2,16,12,4,6
60,No,Travel_Rarely,150,Research & Development,4,5,Medical,1,265,1,Male,65,2,5,Healthcare Representative,1,Single,17298,8884,7,Y,No,11,3,2,80,2,17,3,4,8,6,3,6
42,No,Travel_Rarely,1093,Sales,3,1,Other,1,266,2,Male,48,2,3,Manager,2,Married,8510,3012,2,Y,No,22,3,2,80,0,13,1,2,6,5,2,5
37,No,Travel_Rarely,723,Sales,23,5,Human Resources,1,267,1,Female,83,3,3,Healthcare Representative,2,Married,9151,24046,0,Y,No,20,3,1,80,3,9,1,1,8,3,4,3
32,No,Travel_Frequently,1495,Research & Development,2,3,Life Sciences,1,268,1,Male,88,4,2,Laboratory Technician,3,Single,6854,12489,1,Y,No,24,3,2,80,2,3,1,1,3,2,1,2
44,No,Non-Travel,723,Human Resources,11,1,Marketing,1,269,1,Male,97,3,2,Manufacturing Director,2,Divorced,6801,23381,2,Y,Yes,19,3,3,80,1,22,1,3,13,11,7,6
43,Yes,Travel_Rarely,524,Sales,29,2,Life Sciences,1,270,1,Male,60,2,2,Manager,3,Single,8367,12414,3,Y,No,16,3,4,80,0,13,5,2,11,3,2,3
30,No,Non-Travel,530,Human Resources,8,3,Medical,1,271,4,Male,39,3,2,Research Director,1,Married,5501,20568,0,Y,No,20,3,3,80,3,3,3,4,3,1,1,2
18,No,Travel_Frequently,1393,Research & Development,15,4,Life Sciences,1,272,4,Female,93,3,1,Research Scientist,4,Divorced,3665,23173,0,Y,No,19,3,2,80,2,0,5,4,0,0,0,0
24,No,Travel_Frequently,364,Research & Development,6,3,Other,1,273,4,Female,73,2,1,Laboratory Technician,3,Married,2273,19098,1,Y,No,13,3,3,80,1,4,6,3,3,2,1,1
59,No,Travel_Frequently,1121,Research & Development,29,1,Marketing,1,274,3,Male,39,1,5,Healthcare Representative,1,Married,19999,23578,3,Y,No,20,3,2,80,2,19,1,1,10,5,5,8
35,No,Travel_Rarely,1330,Research & Development,16,3,Life Sciences,1,275,4,Female,85,3,2,Research Scientist,1,Single,4431,3701,1,Y,No,21,4,1,80,3,14,1,1,9,3,2,5
38,No,Travel_Frequently,1450,Research & Development,29,2,Life Sciences,1,276,2,Female,80,1,3,Sales Executive,2,Single,10707,21396,2,Y,No,14,3,3,80,3,10,1,4,7,4,3,2
38,No,Travel_Rarely,220,Research & Development,12,2,Medical,1,277,4,Female,89,3,3,Human Resources,4,Married,10553,19979,3,Y,Yes,20,3,2,80,1,17,0,2,6,4,1,3
51,No,Travel_Rarely,1040,Research & Development,14,4,Marketing,1,278,4,Female,60,4,4,Sales Executive,2,Married,13058,22509,2,Y,Yes,15,3,2,80,3,15,0,1,15,12,6,8
20,No,Travel_Rarely,1234,Research & Development,17,5,Human Resources,1,279,1,Male,63,4,2,Research Scientist,2,Single,6744,17899,2,Y,No,18,4,4,80,0,4,4,2,2,1,0,1
21,No,Travel_Frequently,1054,Sales,10,1,Life Sciences,1,280,2,Male,39,4,1,Healthcare Representative,2,Divorced,3548,7543,1,Y,No,16,3,3,80,1,6,4,4,6,5,2,2
29,Yes,Non-Travel,1276,Research & Development,21,4,Medical,1,281,2,Female,60,2,1,Sales Executive,2,Married,2506,17199,0,Y,No,20,3,3,80,2,11,2,1,11,7,6,5
38,No,Travel_Rarely,1420,Sales,11,3,Medical,1,282,1,Male,69,2,3,Sales Executive,2,Divorced,8337,19933,0,Y,Yes,11,4,3,80,2,15,3,3,6,5,3,3
46,No,Non-Travel,1332,Sales,19,2,Life Sciences,1,283,1,Male,91,3,4,Sales Executive,1,Married,14319,26858,3,Y,No,13,3,2,80,0,13,1,2,7,3,2,4
